target,model,seed,test_block,event_cycle_count,detected_event_cycle_count,event_cycle_recall,normal_cycle_count,false_alarm_cycle_count,normal_cycle_false_alarm_rate,window_macro_f1,window_positive_precision,window_positive_recall,window_positive_f1,window_pr_auc
GripLost,lstm,43,5,1,1,1.0,24,6,0.25,0.8272693862550533,0.5238095238095238,0.9166666666666666,0.6666666666666666,0.7765952729188025
GripLost,lstm,44,5,1,1,1.0,24,9,0.375,0.7006676938880328,0.27906976744186046,1.0,0.43636363636363634,0.7382113619858719
GripLost,lstm,42,7,4,4,1.0,20,5,0.25,0.8293528685899939,0.5952380952380952,0.8064516129032258,0.684931506849315,0.835314124479569
GripLost,lstm,43,7,4,4,1.0,20,6,0.3,0.8044577746412609,0.5319148936170213,0.8064516129032258,0.6410256410256411,0.7939328929393628
GripLost,lstm,44,7,4,4,1.0,20,6,0.3,0.7566598360655737,0.4153846153846154,0.8709677419354839,0.5625,0.834195542576811
GripLost,lstm,42,8,2,2,1.0,10,7,0.7,0.6196594427244582,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.2378811473794749
GripLost,lstm,43,8,2,2,1.0,10,8,0.8,0.6353187919463087,0.2786885245901639,0.8947368421052632,0.425,0.4940362555598696
GripLost,lstm,44,8,2,1,0.5,10,9,0.9,0.5030864197530864,0.11428571428571428,0.21052631578947367,0.14814814814814814,0.11317804947708154
GripLost,lstm,42,9,6,6,1.0,20,8,0.4,0.6498107647578182,0.36036036036036034,0.5,0.418848167539267,0.35425181803458844
GripLost,lstm,43,9,6,6,1.0,20,8,0.4,0.6767925417692348,0.4077669902912621,0.525,0.45901639344262296,0.48691906446299843
GripLost,lstm,44,9,6,4,0.6666666666666666,20,20,1.0,0.4724374188348036,0.0963855421686747,0.1,0.09815950920245399,0.15626803851003232
GripLost,lstm,42,10,6,6,1.0,21,14,0.6666666666666666,0.5770551370091339,0.21686746987951808,0.782608695652174,0.33962264150943394,0.41824629732348734
GripLost,lstm,43,10,6,4,0.6666666666666666,21,5,0.23809523809523808,0.7263765666807491,0.5151515151515151,0.4927536231884058,0.5037037037037037,0.5540531512915801
GripLost,lstm,44,10,6,5,0.8333333333333334,21,12,0.5714285714285714,0.6760882759550865,0.3445378151260504,0.5942028985507246,0.43617021276595747,0.5068125881345529
System_Failure,rf_window_features,42,1,7,7,1.0,17,1,0.058823529411764705,0.7469026548672566,0.8571428571428571,0.46153846153846156,0.6,0.7892392977154885
System_Failure,rf_window_features,42,2,5,5,1.0,18,0,0.0,0.7827006327006327,0.5714285714285714,0.7792207792207793,0.6593406593406593,0.6324857706524255
System_Failure,rf_window_features,42,3,6,6,1.0,18,3,0.16666666666666666,0.852576492930998,0.7613636363636364,0.7701149425287356,0.7657142857142857,0.8370377745794841
System_Failure,rf_window_features,42,4,9,9,1.0,8,1,0.125,0.7876413441630833,0.6238532110091743,0.7906976744186046,0.6974358974358974,0.7441469494720291
System_Failure,rf_window_features,42,5,6,6,1.0,19,1,0.05263157894736842,0.8829426232060023,0.788235294117647,0.8271604938271605,0.8072289156626506,0.8436081940459127
System_Failure,rf_window_features,42,7,9,9,1.0,15,0,0.0,0.8933040598801527,0.9367088607594937,0.74,0.8268156424581006,0.9196894225989866
System_Failure,rf_window_features,42,8,5,5,1.0,7,0,0.0,0.9313725490196079,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9683698622204647
System_Failure,rf_window_features,42,9,20,20,1.0,6,0,0.0,0.8198365718952824,0.905511811023622,0.625,0.7395498392282959,0.8416510542133959
