target,window_size,prediction_horizon,model,split_seed,train_windows,train_positive_count,train_positive_rate,train_cycle_runs,test_cycle_runs,threshold,test_windows,positive_count,positive_rate,positive_recall,positive_precision,positive_f1,macro_f1,false_positive_rate,tn,fp,fn,tp
System_Failure,5,10,rf_smote,45,2217,117,0.05277401894451962,132,34,0.2,528,84,0.1590909090909091,0.19047619047619047,0.2909090909090909,0.2302158273381295,0.556765492731224,0.08783783783783784,405,39,68,16
System_Failure,5,10,rf_smote,45,2217,117,0.05277401894451962,132,34,0.3,528,84,0.1590909090909091,0.05952380952380952,0.38461538461538464,0.10309278350515463,0.5061866420132656,0.018018018018018018,436,8,79,5
System_Failure,5,10,rf_smote,45,2217,117,0.05277401894451962,132,34,0.4,528,84,0.1590909090909091,0.03571428571428571,0.6,0.06741573033707865,0.4907916293877741,0.0045045045045045045,442,2,81,3
System_Failure,5,10,rf_smote,45,2217,117,0.05277401894451962,132,34,0.5,528,84,0.1590909090909091,0.03571428571428571,1.0,0.06896551724137931,0.49268709298601476,0.0,444,0,81,3
System_Failure,5,10,rf_smote,46,2169,145,0.06685108344859382,132,34,0.05,576,56,0.09722222222222222,1.0,0.17391304347826086,0.2962962962962963,0.4763135228251507,0.5115384615384615,254,266,0,56
System_Failure,5,10,rf_smote,46,2169,145,0.06685108344859382,132,34,0.1,576,56,0.09722222222222222,0.9107142857142857,0.2350230414746544,0.37362637362637363,0.589543562239808,0.3192307692307692,354,166,5,51
System_Failure,5,10,rf_smote,46,2169,145,0.06685108344859382,132,34,0.15,576,56,0.09722222222222222,0.7321428571428571,0.25,0.37272727272727274,0.6123293015996879,0.23653846153846153,397,123,15,41
System_Failure,5,10,rf_smote,46,2169,145,0.06685108344859382,132,34,0.2,576,56,0.09722222222222222,0.5357142857142857,0.2608695652173913,0.3508771929824561,0.6188636729438275,0.16346153846153846,435,85,26,30
System_Failure,5,10,rf_smote,46,2169,145,0.06685108344859382,132,34,0.3,576,56,0.09722222222222222,0.26785714285714285,0.21739130434782608,0.24,0.5737487828627069,0.10384615384615385,466,54,41,15
System_Failure,5,10,rf_smote,46,2169,145,0.06685108344859382,132,34,0.4,576,56,0.09722222222222222,0.14285714285714285,0.26666666666666666,0.18604651162790697,0.5601902351760548,0.04230769230769231,498,22,48,8
