target,variant,feature_columns,feature_count,summary_feature_count,test_block,train_blocks,train_windows,test_windows,train_positive_count,decision_threshold,baseline_12_match,elapsed_seconds
GripLost,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,10,8,3310,725,367,0.5,,2.8686650000017835
GripLost,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,1,8,3606,429,346,0.5,,4.396010899999965
GripLost,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,2,8,3614,421,394,0.5,,3.89356300000145
GripLost,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,3,8,3609,426,386,0.5,,3.769801800001005
GripLost,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,4,8,3696,339,393,0.5,,4.856255199996667
GripLost,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,5,8,3565,470,424,0.5,,4.190227000002778
GripLost,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,7,8,3560,475,405,0.5,,4.146813499999553
GripLost,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,8,8,3846,189,417,0.5,,3.801652099999046
GripLost,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,9,8,3474,561,356,0.5,,3.875683800000843
GripLost,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,10,8,3310,725,367,0.5,,3.8331108999991557
GripLost,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,1,8,3606,429,346,0.5,,3.7829874999988533
GripLost,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,2,8,3614,421,394,0.5,,2.946086700001615
GripLost,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,3,8,3609,426,386,0.5,,3.5820985000027576
GripLost,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,4,8,3696,339,393,0.5,,3.6109499000012875
GripLost,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,5,8,3565,470,424,0.5,,4.0706305999992765
GripLost,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,7,8,3560,475,405,0.5,,2.903146699998615
GripLost,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,8,8,3846,189,417,0.5,,2.913261000001512
GripLost,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,9,8,3474,561,356,0.5,,2.997086400002445
GripLost,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,10,8,3310,725,367,0.5,,2.916338100003486
