target,window_size,model,test_block,train_blocks,train_cycle_runs,test_cycle_runs,train_windows,test_windows,positive_count,positive_rate,accuracy,macro_f1,weighted_f1,positive_precision,positive_recall,positive_f1,tn,fp,fn,tp,roc_auc,pr_auc,false_positive_rate,feature_set
ProtectiveStop,20,rf_smote,5,8,173,23,1806,234,78,0.3333333333333333,0.9273504273504274,0.9212760483663494,0.928565303147243,0.8351648351648352,0.9743589743589743,0.8994082840236687,141,15,2,76,0.9737836949375411,0.9385590683591778,0.09615384615384616,all_sensors
ProtectiveStop,20,rf_smote,7,8,172,24,1805,235,79,0.33617021276595743,0.7829787234042553,0.7064298836497245,0.755548722492215,0.8888888888888888,0.4050632911392405,0.5565217391304348,152,4,47,32,0.7850941252839987,0.7405610135576473,0.02564102564102564,all_sensors
ProtectiveStop,20,rf_smote,8,8,186,10,1964,76,11,0.14473684210526316,0.9605263157894737,0.9097744360902256,0.9578551642263553,1.0,0.7272727272727273,0.8421052631578947,65,0,3,8,0.9923076923076923,0.9633264462809918,0.0,all_sensors
ProtectiveStop,20,rf_smote,9,8,170,26,1739,301,147,0.4883720930232558,0.7541528239202658,0.7413368636194724,0.7426758445464209,0.9195402298850575,0.54421768707483,0.6837606837606838,147,7,67,80,0.83147804576376,0.8655183895321533,0.045454545454545456,all_sensors
ProtectiveStop,20,rf_smote,10,8,169,27,1585,455,148,0.3252747252747253,0.8021978021978022,0.7910714285714286,0.8079199372056515,0.6435643564356436,0.8783783783783784,0.7428571428571429,235,72,18,130,0.9163768817677612,0.8665553401992749,0.23452768729641693,all_sensors
ProtectiveStop,20,rf_smote,1,8,172,24,1851,189,27,0.14285714285714285,0.9153439153439153,0.7942297223734349,0.9069912123804339,0.8235294117647058,0.5185185185185185,0.6363636363636364,159,3,13,14,0.9750800182898948,0.8321224185870775,0.018518518518518517,no_temperature
ProtectiveStop,20,rf_smote,2,8,173,23,1849,191,35,0.18324607329842932,0.9162303664921466,0.8735099337748344,0.9200790541243368,0.7111111111111111,0.9142857142857143,0.8,143,13,3,32,0.9759157509157509,0.9498368516157462,0.08333333333333333,no_temperature
ProtectiveStop,20,rf_smote,3,8,173,23,1853,187,37,0.19786096256684493,0.8449197860962567,0.7232174756290513,0.8341236133935207,0.6538461538461539,0.4594594594594595,0.5396825396825397,141,9,20,17,0.7804504504504505,0.499446394208386,0.06,no_temperature
ProtectiveStop,20,rf_smote,4,8,180,16,1868,172,53,0.3081395348837209,0.7732558139534884,0.7532281205164992,0.780204197390811,0.6,0.7924528301886793,0.6829268292682927,91,28,11,42,0.8309814491834471,0.5876819329128572,0.23529411764705882,no_temperature
ProtectiveStop,20,rf_smote,5,8,173,23,1806,234,78,0.3333333333333333,0.9273504273504274,0.9212760483663494,0.928565303147243,0.8351648351648352,0.9743589743589743,0.8994082840236687,141,15,2,76,0.9876725838264301,0.9766813259432741,0.09615384615384616,no_temperature
ProtectiveStop,20,rf_smote,7,8,172,24,1805,235,79,0.33617021276595743,0.7829787234042553,0.7191958951289801,0.7630465895682318,0.8181818181818182,0.45569620253164556,0.5853658536585366,148,8,43,36,0.8604349237260629,0.7911294453044034,0.05128205128205128,no_temperature
ProtectiveStop,20,rf_smote,8,8,186,10,1964,76,11,0.14473684210526316,0.9605263157894737,0.9097744360902256,0.9578551642263553,1.0,0.7272727272727273,0.8421052631578947,65,0,3,8,0.9909090909090909,0.9646464646464648,0.0,no_temperature
ProtectiveStop,20,rf_smote,9,8,170,26,1739,301,147,0.4883720930232558,0.760797342192691,0.7449632837507061,0.7464411292052913,0.9746835443037974,0.5238095238095238,0.6814159292035398,152,2,70,77,0.8183585122360634,0.8581420248227924,0.012987012987012988,no_temperature
ProtectiveStop,20,rf_smote,10,8,169,27,1585,455,148,0.3252747252747253,0.8923076923076924,0.8723264137437365,0.8899765431418973,0.889763779527559,0.7635135135135135,0.8218181818181818,293,14,35,113,0.9300114446694251,0.8934171056360551,0.04560260586319218,no_temperature
GripLost,5,rf_smote,1,8,181,25,4509,554,88,0.1588447653429603,0.868231046931408,0.6403077333570507,0.8356705735636425,0.8,0.22727272727272727,0.35398230088495575,461,5,68,20,0.8745610612563401,0.6436576842248132,0.01072961373390558,all_sensors
GripLost,5,rf_smote,2,8,182,24,4524,539,37,0.0686456400742115,0.961038961038961,0.805505438424661,0.9555533388720667,0.9,0.4864864864864865,0.631578947368421,500,2,19,18,0.9618822009260257,0.7741477421564529,0.00398406374501992,all_sensors
GripLost,5,rf_smote,3,8,182,24,4517,546,45,0.08241758241758242,0.9688644688644689,0.8866542110854673,0.9672733025848754,0.8888888888888888,0.7111111111111111,0.7901234567901234,497,4,13,32,0.942137946329563,0.8301184340458533,0.007984031936127744,all_sensors
GripLost,5,rf_smote,4,8,189,17,4639,424,43,0.10141509433962265,0.9669811320754716,0.91298739372618,0.9676277636724692,0.8085106382978723,0.8837209302325582,0.8444444444444444,372,9,5,38,0.9940181895867667,0.949430273284025,0.023622047244094488,all_sensors
GripLost,5,rf_smote,5,8,181,25,4468,595,12,0.020168067226890758,0.9949579831932773,0.9272882805816938,0.9946043087893841,1.0,0.75,0.8571428571428571,583,0,3,9,0.9817038307604344,0.8680833232359951,0.0,all_sensors
GripLost,5,rf_smote,7,8,181,25,4463,600,31,0.051666666666666666,0.9866666666666667,0.9224355245297653,0.9857255510309612,1.0,0.7419354838709677,0.8518518518518519,569,0,8,23,0.9714836441975169,0.8580553718853574,0.0,all_sensors
GripLost,5,rf_smote,8,8,194,12,4814,249,19,0.07630522088353414,0.9839357429718876,0.9401154401154401,0.9835242847291039,0.9411764705882353,0.8421052631578947,0.8888888888888888,229,1,3,16,0.9958810068649886,0.9494828056360562,0.004347826086956522,all_sensors
GripLost,5,rf_smote,9,8,180,26,4372,691,70,0.10130246020260492,0.9421128798842258,0.7956467735257585,0.9336003198565541,0.9166666666666666,0.4714285714285714,0.6226415094339622,618,3,37,33,0.8002415458937198,0.6371615399812355,0.004830917874396135,all_sensors
GripLost,5,rf_smote,10,8,178,28,4198,865,46,0.05317919075144509,0.9722543352601156,0.8260956976276639,0.9685681148910751,0.9230769230769231,0.5217391304347826,0.6666666666666666,817,2,22,24,0.9300047778308647,0.7239853548215303,0.002442002442002442,all_sensors
GripLost,5,rf_smote,1,8,181,25,4509,554,88,0.1588447653429603,0.8772563176895307,0.6996811224489796,0.85724784498637,0.75,0.3409090909090909,0.46875,456,10,58,30,0.755120952009364,0.5270180740294097,0.02145922746781116,no_temperature
GripLost,5,rf_smote,2,8,182,24,4524,539,37,0.0686456400742115,0.9647495361781077,0.8444680689498063,0.9624657108509879,0.8214285714285714,0.6216216216216216,0.7076923076923077,497,5,14,23,0.9358511898352536,0.7681278188926559,0.0099601593625498,no_temperature
GripLost,5,rf_smote,3,8,182,24,4517,546,45,0.08241758241758242,0.9633699633699634,0.8764034770010866,0.9629901970539421,0.7906976744186046,0.7555555555555555,0.7727272727272727,492,9,11,34,0.9363938789088491,0.817292026098673,0.017964071856287425,no_temperature
GripLost,5,rf_smote,4,8,189,17,4639,424,43,0.10141509433962265,0.9575471698113207,0.8979679144385027,0.9601215820805166,0.7192982456140351,0.9534883720930233,0.82,365,16,2,41,0.9899896233900994,0.924067277297106,0.04199475065616798,no_temperature
GripLost,5,rf_smote,5,8,181,25,4468,595,12,0.020168067226890758,0.9915966386554622,0.8891621027532506,0.9914175572989898,0.8181818181818182,0.75,0.782608695652174,581,2,3,9,0.9764865637507147,0.876482873851295,0.003430531732418525,no_temperature
GripLost,5,rf_smote,7,8,181,25,4463,600,31,0.051666666666666666,0.9783333333333334,0.8911085982326088,0.9784957630076362,0.78125,0.8064516129032258,0.7936507936507936,562,7,6,25,0.9711434888599128,0.8846971332610336,0.012302284710017574,no_temperature
GripLost,5,rf_smote,8,8,194,12,4814,249,19,0.07630522088353414,0.9799196787148594,0.9270094389400246,0.979670102112148,0.8888888888888888,0.8421052631578947,0.8648648648648649,228,2,3,16,0.9929061784897025,0.9143951186683792,0.008695652173913044,no_temperature
GripLost,5,rf_smote,9,8,180,26,4372,691,70,0.10130246020260492,0.9377713458755427,0.7858630555575574,0.929680010824241,0.8461538461538461,0.4714285714285714,0.6055045871559633,615,6,37,33,0.7624913733609386,0.6018785964977243,0.00966183574879227,no_temperature
GripLost,5,rf_smote,10,8,178,28,4198,865,46,0.05317919075144509,0.9572254335260115,0.7854159263555236,0.9570034574185562,0.6,0.5869565217391305,0.5934065934065934,801,18,19,27,0.9180867441737007,0.6681528797848401,0.02197802197802198,no_temperature
GripLost,10,rf_smote,1,8,178,24,3606,429,90,0.2097902097902098,0.8344988344988346,0.6269153979005646,0.7884412595035933,1.0,0.2111111111111111,0.3486238532110092,339,0,71,19,0.9488856112749918,0.841900519531625,0.0,all_sensors
GripLost,10,rf_smote,2,8,179,23,3614,421,42,0.0997624703087886,0.9524940617577197,0.8355982505467041,0.9465669502033582,0.9583333333333334,0.5476190476190477,0.696969696969697,378,1,19,23,0.9889747455710517,0.9188509963357087,0.002638522427440633,all_sensors
GripLost,10,rf_smote,3,8,178,24,3609,426,50,0.11737089201877934,0.9553990610328639,0.880807575065899,0.9529643241021913,0.8974358974358975,0.7,0.7865168539325843,372,4,15,35,0.9282978723404256,0.8420670013997958,0.010638297872340425,all_sensors
GripLost,10,rf_smote,4,8,185,17,3696,339,43,0.12684365781710916,0.9616519174041298,0.9159306384845768,0.9622005727511644,0.8260869565217391,0.8837209302325582,0.8539325842696629,288,8,5,38,0.9820474544311754,0.9075526637865436,0.02702702702702703,all_sensors
GripLost,10,rf_smote,5,8,177,25,3565,470,12,0.02553191489361702,0.9893617021276596,0.865706611806389,0.9879908031218805,1.0,0.5833333333333334,0.7368421052631579,458,0,5,7,0.987627365356623,0.876736111111111,0.0,all_sensors
GripLost,10,rf_smote,7,8,178,24,3560,475,31,0.06526315789473684,0.9705263157894737,0.8575895151618982,0.9678564150654176,0.9047619047619048,0.6129032258064516,0.7307692307692307,442,2,12,19,0.9614210985178727,0.8195317884822131,0.0045045045045045045,all_sensors
GripLost,10,rf_smote,8,8,190,12,3846,189,19,0.10052910052910052,0.9788359788359788,0.9440828402366864,0.9793024639178485,0.8571428571428571,0.9473684210526315,0.9,167,3,1,18,0.9964396284829722,0.9694805641554869,0.01764705882352941,all_sensors
GripLost,10,rf_smote,9,8,176,26,3474,561,80,0.14260249554367202,0.9126559714795008,0.7626268295842149,0.8975185020057613,0.9428571428571428,0.4125,0.5739130434782609,479,2,47,33,0.8235836798336799,0.661452707477453,0.004158004158004158,all_sensors
GripLost,10,rf_smote,10,8,175,27,3310,725,69,0.09517241379310344,0.9296551724137931,0.7010164228707275,0.9127056121164365,0.9090909090909091,0.2898550724637681,0.43956043956043955,654,2,49,20,0.7574341640155532,0.5514902343659366,0.003048780487804878,all_sensors
GripLost,10,rf_smote,1,8,178,24,3606,429,90,0.2097902097902098,0.8741258741258742,0.7552197802197802,0.8542419119342197,0.95,0.4222222222222222,0.5846153846153846,337,2,52,38,0.8834152736807604,0.8162586754603989,0.0058997050147492625,no_temperature
GripLost,10,rf_smote,2,8,179,23,3614,421,42,0.0997624703087886,0.9406175771971497,0.8170360712733593,0.9374030293552014,0.7575757575757576,0.5952380952380952,0.6666666666666666,371,8,17,25,0.9843573313230306,0.8750442535445206,0.021108179419525065,no_temperature
GripLost,10,rf_smote,3,8,178,24,3609,426,50,0.11737089201877934,0.9530516431924883,0.8804244091393926,0.9517391028180346,0.8409090909090909,0.74,0.7872340425531915,369,7,13,37,0.9471010638297872,0.8594255388516296,0.018617021276595744,no_temperature
GripLost,10,rf_smote,4,8,185,17,3696,339,43,0.12684365781710916,0.9557522123893806,0.9081881375823779,0.9575066249847208,0.7692307692307693,0.9302325581395349,0.8421052631578947,284,12,3,40,0.990179132620993,0.9294892894820471,0.04054054054054054,no_temperature
GripLost,10,rf_smote,5,8,177,25,3565,470,12,0.02553191489361702,0.9936170212765958,0.9269392196486864,0.9931715125797499,1.0,0.75,0.8571428571428571,458,0,3,9,0.981259097525473,0.8596542716331409,0.0,no_temperature
GripLost,10,rf_smote,7,8,178,24,3560,475,31,0.06526315789473684,0.9705263157894737,0.8714628111952991,0.9695760663449252,0.8148148148148148,0.7096774193548387,0.7586206896551724,439,5,9,22,0.9692313281022958,0.8358603185539362,0.01126126126126126,no_temperature
GripLost,10,rf_smote,8,8,190,12,3846,189,19,0.10052910052910052,0.9576719576719577,0.8971148611867175,0.9601777685610022,0.72,0.9473684210526315,0.8181818181818182,163,7,1,18,0.9945820433436533,0.9570980919665129,0.041176470588235294,no_temperature
GripLost,10,rf_smote,9,8,176,26,3474,561,80,0.14260249554367202,0.9001782531194296,0.749665327978581,0.8884140244877311,0.7608695652173914,0.4375,0.5555555555555556,470,11,45,35,0.8265592515592516,0.6493224530434352,0.02286902286902287,no_temperature
GripLost,10,rf_smote,10,8,175,27,3310,725,69,0.09517241379310344,0.9310344827586207,0.7540705563093623,0.9229775885462967,0.7317073170731707,0.43478260869565216,0.5454545454545454,645,11,39,30,0.8626723223753977,0.5798802847719313,0.01676829268292683,no_temperature
GripLost,20,rf_smote,1,8,172,24,1851,189,59,0.31216931216931215,0.8306878306878307,0.7591589678241478,0.8084652713515409,1.0,0.4576271186440678,0.627906976744186,130,0,32,27,0.9721642764015646,0.9394974150000348,0.0,all_sensors
GripLost,20,rf_smote,2,8,173,23,1849,191,29,0.1518324607329843,0.9842931937172775,0.96814011676397,0.9839368758433074,1.0,0.896551724137931,0.9454545454545454,162,0,3,26,1.0,0.9999999999999998,0.0,all_sensors
GripLost,20,rf_smote,3,8,173,23,1853,187,33,0.17647058823529413,0.9625668449197861,0.9348269853124223,0.9623394690213651,0.90625,0.8787878787878788,0.8923076923076924,151,3,4,29,0.9819952774498228,0.9496025231478233,0.01948051948051948,all_sensors
GripLost,20,rf_smote,4,8,180,16,1868,172,30,0.1744186046511628,0.9127906976744186,0.8082497212931996,0.9004433382593141,1.0,0.5,0.6666666666666666,142,0,15,15,0.9470657276995306,0.8620570288596714,0.0,all_sensors
GripLost,20,rf_smote,5,8,173,23,1806,234,4,0.017094017094017096,1.0,1.0,1.0,1.0,1.0,1.0,230,0,0,4,1.0,1.0,0.0,all_sensors
GripLost,20,rf_smote,7,8,172,24,1805,235,22,0.09361702127659574,0.9829787234042553,0.9498506188647033,0.9829787234042553,0.9090909090909091,0.9090909090909091,0.9090909090909091,211,2,2,20,0.9973324797268459,0.9725218406438502,0.009389671361502348,all_sensors
GripLost,20,rf_smote,8,8,186,10,1964,76,10,0.13157894736842105,1.0,1.0,1.0,1.0,1.0,1.0,66,0,0,10,1.0,1.0,0.0,all_sensors
GripLost,20,rf_smote,9,8,170,26,1739,301,50,0.16611295681063123,0.867109634551495,0.7116858237547893,0.8530441313119742,0.6666666666666666,0.4,0.5,241,10,30,20,0.8264541832669323,0.6528540375389911,0.0398406374501992,all_sensors
GripLost,20,rf_smote,10,8,169,27,1585,455,82,0.18021978021978022,0.8571428571428571,0.690213577182122,0.8356519618185708,0.717948717948718,0.34146341463414637,0.4628099173553719,362,11,54,28,0.5589812332439678,0.5112262802522867,0.029490616621983913,all_sensors
GripLost,20,rf_smote,1,8,172,24,1851,189,59,0.31216931216931215,0.8412698412698413,0.78125,0.8242945326278661,0.967741935483871,0.5084745762711864,0.6666666666666666,129,1,29,30,0.9721642764015646,0.937890651909355,0.007692307692307693,no_temperature
GripLost,20,rf_smote,2,8,173,23,1849,191,29,0.1518324607329843,0.9947643979057592,0.9896896086369771,0.994726526344052,1.0,0.9655172413793104,0.9824561403508771,162,0,1,28,1.0,1.0,0.0,no_temperature
GripLost,20,rf_smote,3,8,173,23,1853,187,33,0.17647058823529413,0.9679144385026738,0.9434475806451612,0.9675166034155597,0.9354838709677419,0.8787878787878788,0.90625,152,2,4,29,0.981404958677686,0.9478931153059711,0.012987012987012988,no_temperature
GripLost,20,rf_smote,4,8,180,16,1868,172,30,0.1744186046511628,0.9127906976744186,0.8082497212931996,0.9004433382593141,1.0,0.5,0.6666666666666666,142,0,15,15,0.9278169014084507,0.8657474491023722,0.0,no_temperature
GripLost,20,rf_smote,5,8,173,23,1806,234,4,0.017094017094017096,1.0,1.0,1.0,1.0,1.0,1.0,230,0,0,4,1.0,1.0,0.0,no_temperature
GripLost,20,rf_smote,7,8,172,24,1805,235,22,0.09361702127659574,0.9787234042553191,0.938562091503268,0.978934779585593,0.8695652173913043,0.9090909090909091,0.8888888888888888,210,3,2,20,0.996692274861289,0.9666018379475776,0.014084507042253521,no_temperature
GripLost,20,rf_smote,8,8,186,10,1964,76,10,0.13157894736842105,1.0,1.0,1.0,1.0,1.0,1.0,66,0,0,10,1.0,0.9999999999999999,0.0,no_temperature
GripLost,20,rf_smote,9,8,170,26,1739,301,50,0.16611295681063123,0.8737541528239202,0.747125928546162,0.8666201683575678,0.6578947368421053,0.5,0.5681818181818182,238,13,25,25,0.8248605577689242,0.702195339308214,0.05179282868525897,no_temperature
GripLost,20,rf_smote,10,8,169,27,1585,455,82,0.18021978021978022,0.843956043956044,0.6751339990547158,0.824912093769004,0.6222222222222222,0.34146341463414637,0.4409448818897638,356,17,54,28,0.5732688157980775,0.4885991056746644,0.045576407506702415,no_temperature
